"","tiplabel","longlabel","stringdates","refclade"
"1872","MH601483","MH601483,A/Illinois/35/2018,2018/02/04","2018/02/04","A2/re"
"1873","MH126307","MH126307,A/Alabama/09/2018,2018/01/16","2018/01/16","A2/re"
"1874","MH669489","MH669489,A/Florida/122/2017,2017/11/08","2017/11/08","A2/re"
"1875","MH358638","MH358638,A/Illinois/21/2018,2018/03/17","2018/03/17","A2/re"
"1876","MG974810","MG974810,A/Ohio/56/2017,2017/12/21","2017/12/21","A2/re"
"1877","MH246519","MH246519,A/Kentucky/14/2018,2018/02/20","2018/02/20","A2/re"
"1878","MH081883","MH081883,A/North","83,A/North","A2/re"
"1879","MH307319","MH307319,A/Virginia/20/2018,2018/02/20","2018/02/20","A2/re"
"1880","MH540845","MH540845,A/Maine/28/2018,2018/04/09","2018/04/09","A2/re"
"1881","MH131550","MH131550,A/Iowa/76/2017,2017/12/15","2017/12/15","A2/re"
"1882","MH082117","MH082117,A/Delaware/01/2018,2018/01/01","2018/01/01","A2/re"
"1883","MH586524","MH586524,A/Wisconsin/60/2018,2018/02/05","2018/02/05","A2/re"
"1884","MH294837","MH294837,A/Illinois/6471/2017,2017/12/19","2017/12/19","A2/re"
"1885","CY264553","CY264553,A/Pennsylvania/269/2017,2017/12/02","2017/12/02","A2/re"
"1886","MH127089","MH127089,A/North","89,A/North","A2/re"
"1887","CY256205","CY256205,A/Idaho/34/2017,2017/10/19","2017/10/19","A2/re"
"1888","CY264307","CY264307,A/Hawaii/57/2017,2017/11/24","2017/11/24","A2/re"
"1889","MH602002","MH602002,A/South","02,A/South","A2/re"
"1890","CY261607","CY261607,A/Missouri/43/2017,2017/11/25","2017/11/25","A2/re"
"1891","MH233471","MH233471,A/New","3471,A/New","A2/re"
"1892","MH600705","MH600705,A/Hawaii/33/2018,2018/03/15","2018/03/15","A2/re"
"1893","MH586148","MH586148,A/Minnesota/15/2018,2018/02/05","2018/02/05","A2/re"
"1894","MH586028","MH586028,A/Kentucky/11/2018,2018/02/09","2018/02/09","A2/re"
"1895","CY264957","CY264957,A/North","57,A/North","A2/re"
"1896","MH083052","MH083052,A/Washington/328/2017,2017/12/19","2017/12/19","A2/re"
"1897","MH080187","MH080187,A/South","87,A/South","A2/re"
"1898","MH307242","MH307242,A/Pennsylvania/285/2017,2017/12/14","2017/12/14","A2/re"
"1899","MH080171","MH080171,A/Oregon/02/2018,2018/01/06","2018/01/06","A2/re"
"1900","MH080243","MH080243,A/Utah/03/2018,2018/01/12","2018/01/12","A2/re"
"1901","CY264758","CY264758,A/Delaware/43/2017,2017/12/05","2017/12/05","A2/re"
"1902","CY245246","CY245246,A/Nebraska/09/2017,2017/09/07","2017/09/07","A2/re"
"1903","CY265109","CY265109,A/Washington/323/2017,2017/12/14","2017/12/14","A2/re"
"1904","MG831147","MG831147,A/West","147,A/West","A2/re"
"1905","MH585956","MH585956,A/Hawaii/11/2018,2018/01/30","2018/01/30","A2/re"
"1906","MH294757","MH294757,A/Ohio/6410/2017,2017/11/18","2017/11/18","A2/re"
"1907","MH294767","MH294767,A/Washington/6420/2017,2017/11/13","2017/11/13","A2/re"
"1908","MH701260","MH701260,A/California/ESX0105/2018,2018/01/10","2018/01/10","A2/re"
"1909","MH701092","MH701092,A/California/BRD12461N/2017,2017/12/06","2017/12/06","A2/re"
"1910","MH701340","MH701340,A/California/MAP4145A/2017,2017/11/30","2017/11/30","A2/re"
"1911","MH083132","MH083132,A/Wisconsin/351/2017,2017/12/19","2017/12/19","A2/re"
"1912","MH294930","MH294930,A/Ohio/6564/2017,2017/12/28","2017/12/28","A2/re"
"1913","MG974898","MG974898,A/Texas/321/2017,2017/12/23","2017/12/23","A2/re"
"1914","CY264291","CY264291,A/New","4291,A/New","A2/re"
"1915","MH246687","MH246687,A/North","87,A/North","A2/re"
"1916","MH246703","MH246703,A/Oklahoma/16/2018,2018/03/01","2018/03/01","A2/re"
"1917","MH358766","MH358766,A/New","8766,A/New","A2/re"
"1918","MH585924","MH585924,A/Delaware/11/2018,2018/02/12","2018/02/12","A2/re"
"1919","MH083116","MH083116,A/Wisconsin/349/2017,2017/12/18","2017/12/18","A2/re"
"1920","MH586180","MH586180,A/Missouri/11/2018,2018/01/29","2018/01/29","A2/re"
"1921","MH540938","MH540938,A/New","0938,A/New","A2/re"
"1922","CY265021","CY265021,A/Oklahoma/37/2017,2017/12/13","2017/12/13","A2/re"
"1923","CY264100","CY264100,A/Nevada/28/2017,2017/11/14","2017/11/14","A2/re"
"1924","MH601666","MH601666,A/Iowa/44/2018,2018/02/28","2018/02/28","A2/re"
"1925","MH131510","MH131510,A/Iowa/71/2017,2017/11/28","2017/11/28","A2/re"
"1926","MH080179","MH080179,A/Oregon/04/2018,2018/01/10","2018/01/10","A2/re"
"1927","CY264107","CY264107,A/Delaware/41/2017,2017/12/04","2017/12/04","A2/re"
"1928","MH233407","MH233407,A/Florida/25/2018,2018/02/15","2018/02/15","A2"
"1929","MH586020","MH586020,A/Kentucky/08/2018,2018/01/15","2018/01/15","A2/re"
"1930","MH600673","MH600673,A/Florida/55/2018,2018/04/10","2018/04/10","A2/re"
"1931","MH082372","MH082372,A/Kentucky/03/2018,2018/01/09","2018/01/09","A2/re"
"1932","MH131670","MH131670,A/South","70,A/South","A2/re"
"1933","MH082395","MH082395,A/Maryland/03/2018,2018/01/11","2018/01/11","A2/re"
"1934","MH082293","MH082293,A/Indiana/39/2017,2017/12/28","2017/12/28","A2/re"
"1935","MH127249","MH127249,A/Texas/73/2018,2018/01/25","2018/01/25","A2/re"
"1936","MH306675","MH306675,A/Connecticut/20/2018,2018/03/07","2018/03/07","A2/re"
"1937","CY264449","CY264449,A/Iowa/45/2017,2017/12/03","2017/12/03","A2/re"
"1938","MH586500","MH586500,A/Washington/48/2018,2018/01/30","2018/01/30","A2/re"
"1939","MG974802","MG974802,A/Ohio/55/2017,2017/12/21","2017/12/21","A2/re"
"1940","CY261335","CY261335,A/Utah/36/2017,2017/11/16","2017/11/16","A2/re"
"1941","MH082227","MH082227,A/Idaho/41/2017,2017/12/10","2017/12/10","A2/re"
"1942","MH601458","MH601458,A/Illinois/31/2018,2018/01/14","2018/01/14","A2/re"
"1943","MH082509","MH082509,A/Mississippi/36/2017,2017/12/01","2017/12/01","A2/re"
"1944","MH294868","MH294868,A/Ohio/6502/2017,2017/12/12","2017/12/12","A2/re"
"1945","MH246679","MH246679,A/North","79,A/North","A2/re"
"1946","MH669667","MH669667,A/District","A/District","A2/re"
"1947","MG831050","MG831050,A/Montana/46/2017,2017/12/26","2017/12/26","A2/re"
"1948","CY264577","CY264577,A/Oregon/26/2017,2017/11/21","2017/11/21","A2/re"
"1949","MH358710","MH358710,A/Michigan/53/2018,2018/02/15","2018/02/15","A2/re"
"1950","MH600617","MH600617,A/Connecticut/31/2018,2018/04/26","2018/04/26","A2/re"
"1951","MH126356","MH126356,A/Georgia/03/2018,2018/01/13","2018/01/13","A2/re"
"1952","MH233391","MH233391,A/Florida/21/2018,2018/02/05","2018/02/05","A2/re"
"1953","MH127345","MH127345,A/Washington/33/2018,2018/01/21","2018/01/21","A2/re"
"1954","MH127412","MH127412,A/Wyoming/34/2017,2017/12/21","2017/12/21","A2/re"
"1955","MH601796","MH601796,A/Missouri/38/2018,2018/02/12","2018/02/12","A2/re"
"1956","MG974317","MG974317,A/Georgia/01/2018,2018/01/02","2018/01/02","A2/re"
"1957","CY258308","CY258308,A/Louisiana/57/2017,2017/10/28","2017/10/28","A2/re"
"1958","MH586532","MH586532,A/Wyoming/09/2018,2018/02/02","2018/02/02","A2/re"
"1959","MH294901","MH294901,A/Georgia/6535/2018,2018/01/04","2018/01/04","A2/re"
"1960","MH081969","MH081969,A/Arkansas/47/2017,2017/12/28","2017/12/28","A2/re"
"1961","MH082421","MH082421,A/Maryland/99/2017,2017/12/27","2017/12/27","A2/re"
"1962","CY250515","CY250515,A/Arkansas/23/2017,2017/10/09","2017/10/09","A2/re"
"1963","CY261113","CY261113,A/Arkansas/38/2017,2017/11/15","2017/11/15","A2/re"
"1964","MH306895","MH306895,A/Idaho/10/2018,2018/03/13","2018/03/13","A2/re"
"1965","CY250075","CY250075,A/Texas/287/2017,2017/09/28","2017/09/28","A2/re"
"1966","CY264926","CY264926,A/Florida/101/2017,2017/12/11","2017/12/11","A2/re"
"1967","CY243655","CY243655,A/Alaska/45/2017,2017/07/30","2017/07/30","A2/re"
"1968","CY261081","CY261081,A/Iowa/40/2017,2017/11/15","2017/11/15","A2/re"
"1969","MH600884","MH600884,A/Montana/24/2018,2018/03/22","2018/03/22","A2/re"
"1970","CY265061","CY265061,A/Colorado/25/2017,2017/12/16","2017/12/16","A2/re"
"1971","MH307146","MH307146,A/New","7146,A/New","A2/re"
"1972","MH294758","MH294758,A/Ohio/6411/2017,2017/11/21","2017/11/21","A2/re"
"1973","MH294736","MH294736,A/Colorado/6389/2017,2017/11/03","2017/11/03","A2/re"
"1974","CY261328","CY261328,A/Wyoming/27/2017,2017/11/22","2017/11/22","A2/re"
"1975","MH601728","MH601728,A/Kansas/24/2017,2017/12/30","2017/12/30","A2/re"
"1976","CY264283","CY264283,A/New","4283,A/New","A2/re"
"1977","CY245358","CY245358,A/California/75/2017,2017/07/30","2017/07/30","A2/re"
"1978","MH294714","MH294714,A/Georgia/6367/2017,2017/10/18","2017/10/18","A2/re"
"1979","MH294742","MH294742,A/Georgia/6395/2017,2017/11/21","2017/11/21","A2/re"
"1980","MH082332","MH082332,A/Iowa/53/2017,2017/12/28","2017/12/28","A2/re"
"1981","MH358726","MH358726,A/Missouri/21/2018,2018/03/09","2018/03/09","A2/re"
"1982","CY255805","CY255805,A/Washington/298/2017,2017/08/17","2017/08/17","A2/re"
"1983","MG974634","MG974634,A/Missouri/49/2017,2017/12/15","2017/12/15","A2/re"
"1984","MH131598","MH131598,A/Missouri/53/2017,2017/12/27","2017/12/27","A2/re"
"1985","CY245414","CY245414,A/Colorado/14/2017,2017/09/01","2017/09/01","A2/re"
"1986","MH131582","MH131582,A/Kansas/22/2017,2017/12/21","2017/12/21","A2/re"
"1987","MH126862","MH126862,A/Maine/21/2017,2017/12/27","2017/12/27","A2/re"
"1988","MG974514","MG974514,A/Maine/21/2017,2017/12/27","2017/12/27","A2/re"
"1989","MH586308","MH586308,A/Ohio/10/2018,2018/02/07","2018/02/07","A2/re"
"1990","CY250499","CY250499,A/Pennsylvania/263/2017,2017/10/01","2017/10/01","A2/re"
"1991","CY261503","CY261503,A/Nebraska/16/2017,2017/11/23","2017/11/23","A2/re"
"1992","MH586252","MH586252,A/New","6252,A/New","A2/re"
"1993","MG831090","MG831090,A/New","1090,A/New","A2/re"
"1994","MH294857","MH294857,A/Nebraska/6491/2017,2017/12/14","2017/12/14","A2/re"
"1995","MG974706","MG974706,A/Nebraska/20/2017,2017/12/17","2017/12/17","A2/re"
"1996","MH601426","MH601426,A/Illinois/27/2018,2018/01/07","2018/01/07","A2/re"
"1997","MH358686","MH358686,A/Louisiana/14/2018,2018/02/08","2018/02/08","A2/re"
"1998","MH294836","MH294836,A/Illinois/6470/2017,2017/12/13","2017/12/13","A2/re"
"1999","MH127393","MH127393,A/Wyoming/06/2018,2018/01/22","2018/01/22","A2/re"
"2000","CY264529","CY264529,A/Texas/309/2017,2017/11/26","2017/11/26","A2/re"
"2001","CY258212","CY258212,A/Texas/297/2017,2017/10/30","2017/10/30","A2/re"
"2002","CY258204","CY258204,A/Texas/296/2017,2017/10/30","2017/10/30","A2/re"
"2003","MH294873","MH294873,A/Oklahoma/6507/2017,2017/12/12","2017/12/12","A2/re"
"2004","MH294941","MH294941,A/Oklahoma/6575/2017,2017/12/22","2017/12/22","A2/re"
"2005","MH307335","MH307335,A/Washington/68/2018,2018/03/05","2018/03/05","A2/re"
"2006","MH246810","MH246810,A/Texas/07/2018,2018/01/08","2018/01/08","A2/re"
"2007","MH246823","MH246823,A/Texas/86/2018,2018/02/20","2018/02/20","A2/re"
"2008","MG974554","MG974554,A/Michigan/303/2017,2017/11/27","2017/11/27","A2/re"
"2009","MH081932","MH081932,A/Alaska/82/2017,2017/12/28","2017/12/28","A2/re"
"2010","MH082140","MH082140,A/Delaware/49/2017,2017/12/30","2017/12/30","A2/re"
"2011","MH586268","MH586268,A/New","6268,A/New","A2/re"
"2012","MH601306","MH601306,A/Alaska/87/2017,2017/10/21","2017/10/21","A2/re"
"2013","MH080123","MH080123,A/New","0123,A/New","A2/re"
"2014","CY260371","CY260371,A/New","0371,A/New","A2/re"
"2015","CY247062","CY247062,A/Nebraska/10/2017,2017/09/17","2017/09/17","A2/re"
"2016","CY249891","CY249891,A/New","9891,A/New","A2/re"
"2017","MH246743","MH246743,A/South","43,A/South","A2/re"
"2018","MH602051","MH602051,A/South","51,A/South","A2/re"
"2019","CY264846","CY264846,A/New","4846,A/New","A2/re"
"2020","CY258037","CY258037,A/Iowa/31/2017,2017/10/15","2017/10/15","A2/re"
"2021","MG974386","MG974386,A/Georgia/26/2017,2017/11/28","2017/11/28","A2/re"
"2022","MH082756","MH082756,A/Oklahoma/38/2017,2017/12/21","2017/12/21","A2/re"
"2023","MH306957","MH306957,A/Iowa/09/2018,2018/02/06","2018/02/06","A2/re"
"2024","MH246863","MH246863,A/Washington/346/2017,2017/12/23","2017/12/23","A2/re"
"2025","CY257981","CY257981,A/Michigan/296/2017,2017/10/01","2017/10/01","A2/re"
"2026","CY260519","CY260519,A/Maryland/89/2017,2017/11/03","2017/11/03","A2/re"
"2027","MH600534","MH600534,A/Michigan/85/2018,2018/05/18","2018/05/18","A2/re"
"2028","MH669603","MH669603,A/Connecticut/32/2018,2018/05/09","2018/05/09","A2/re"
"2029","CY255933","CY255933,A/Idaho/31/2017,2017/10/03","2017/10/03","A2/re"
"2030","MH294934","MH294934,A/Ohio/6568/2017,2017/12/28","2017/12/28","A2/re"
"2031","MH294935","MH294935,A/Ohio/6569/2017,2017/12/29","2017/12/29","A2/re"
"2032","MH079983","MH079983,A/Hawaii/65/2017,2017/12/30","2017/12/30","A2/re"
"2033","MH701508","MH701508,A/California/QV937/2018,2018/01/12","2018/01/12","A2/re"
"2034","MH294951","MH294951,A/Texas/6585/2017,2017/11/28","2017/11/28","A2/re"
"2035","MH294866","MH294866,A/Ohio/6500/2017,2017/12/06","2017/12/06","A2/re"
"2036","MH585852","MH585852,A/Alabama/18/2018,2018/02/10","2018/02/10","A2/re"
"2037","MG914411","MG914411,A/South","11,A/South","A2/re"
"2038","MG974850","MG974850,A/South","50,A/South","A2/re"
"2039","MH082924","MH082924,A/Texas/04/2018,2018/01/03","2018/01/03","A2/re"
"2040","MH294878","MH294878,A/Texas/6512/2017,2017/11/14","2017/11/14","A2/re"
"2041","CY264457","CY264457,A/Utah/42/2017,2017/12/08","2017/12/08","A2/re"
"2042","MH080147","MH080147,A/North","47,A/North","A2"
"2043","MH127217","MH127217,A/Texas/66/2018,2018/01/16","2018/01/16","A2/re"
"2044","MH080163","MH080163,A/Oklahoma/03/2018,2018/01/13","2018/01/13","A2/re"
"2045","CY260793","CY260793,A/Texas/301/2017,2017/11/08","2017/11/08","A2/re"
"2046","MH127257","MH127257,A/Texas/76/2018,2018/01/30","2018/01/30","A2/re"
"2047","MH246831","MH246831,A/Texas/89/2018,2018/01/18","2018/01/18","A2/re"
"2048","MH358750","MH358750,A/Montana/23/2018,2018/03/20","2018/03/20","A2/re"
"2049","CY265141","CY265141,A/Utah/43/2017,2017/12/08","2017/12/08","A2/re"
"2050","MH307111","MH307111,A/New","7111,A/New","A2/re"
"2051","CY249883","CY249883,A/New","9883,A/New","A2/re"
"2052","CY264902","CY264902,A/Ohio/52/2017,2017/12/12","2017/12/12","A2/re"
"2053","MH127329","MH127329,A/Virginia/06/2018,2018/01/29","2018/01/29","A2/re"
"2054","MH233439","MH233439,A/Montana/13/2018,2018/02/11","2018/02/11","A2/re"
"2055","MH082604","MH082604,A/New","2604,A/New","A2/re"
"2056","MH083060","MH083060,A/West","060,A/West","A2/re"
"2057","MH294938","MH294938,A/Ohio/6572/2018,2018/01/04","2018/01/04","A2/re"
"2058","CY246990","CY246990,A/Maryland/48/2017,2017/09/25","2017/09/25","A2/re"
"2059","MH601520","MH601520,A/Illinois/40/2018,2018/02/20","2018/02/20","A2/re"
"2060","MH126753","MH126753,A/Illinois/07/2018,2018/01/14","2018/01/14","A2/re"
"2061","MH294834","MH294834,A/Georgia/6468/2017,2017/12/18","2017/12/18","A2/re"
"2062","CY266018","CY266018,A/Illinois/40/2017,2017/10/08","2017/10/08","A2/re"
"2063","MH601858","MH601858,A/North","58,A/North","A2/re"
"2064","MH233511","MH233511,A/Ohio/12/2018,2018/02/17","2018/02/17","A2/re"
"2065","CY258060","CY258060,A/Wisconsin/333/2017,2017/10/24","2017/10/24","A2/re"
"2066","MH082992","MH082992,A/Vermont/02/2018,2018/01/10","2018/01/10","A2/re"
"2067","MH246495","MH246495,A/Iowa/19/2018,2018/02/20","2018/02/20","A2/re"
"2068","CY261320","CY261320,A/Wyoming/26/2017,2017/11/15","2017/11/15","A2/re"
"2069","CY264171","CY264171,A/South","71,A/South","A2/re"
"2070","CY250531","CY250531,A/Arkansas/25/2017,2017/10/12","2017/10/12","A2/re"
"2071","CY250523","CY250523,A/Arkansas/24/2017,2017/10/12","2017/10/12","A2/re"
"2072","MH669691","MH669691,A/Florida/62/2018,2018/05/09","2018/05/09","A2/re"
"2073","MH081980","MH081980,A/California/02/2018,2018/01/02","2018/01/02","A2/re"
"2074","CY245158","CY245158,A/Arkansas/21/2017,2017/08/31","2017/08/31","A2/re"
"2075","MH083036","MH083036,A/Virginia/41/2017,2017/12/21","2017/12/21","A2/re"
"2076","MH082083","MH082083,A/Connecticut/01/2018,2018/01/07","2018/01/07","A2/re"
"2077","MH586516","MH586516,A/Wisconsin/59/2018,2018/02/04","2018/02/04","A2/re"
"2078","MH127097","MH127097,A/North","97,A/North","A2/re"
"2079","MH131526","MH131526,A/Iowa/73/2017,2017/12/04","2017/12/04","A2/re"
"2080","MH602137","MH602137,A/Virginia/36/2018,2018/02/10","2018/02/10","A2/re"
"2081","CY244737","CY244737,A/Louisiana/48/2017,2017/08/21","2017/08/21","A2/re"
"2082","CY247189","CY247189,A/Delaware/31/2017,2017/09/19","2017/09/19","A2/re"
"2083","MH081947","MH081947,A/Arizona/77/2017,2017/12/22","2017/12/22","A2/re"
"2084","CY260817","CY260817,A/New","0817,A/New","A2/re"
"2085","CY264766","CY264766,A/Nebraska/17/2017,2017/12/04","2017/12/04","A2/re"
"2086","MH600660","MH600660,A/Florida/51/2018,2018/04/08","2018/04/08","A2/re"
"2087","MH126849","MH126849,A/Maine/06/2018,2018/01/25","2018/01/25","A2/re"
"2088","MH131630","MH131630,A/North","30,A/North","A2/re"
"2089","MH294718","MH294718,A/Maryland/6371/2017,2017/10/11","2017/10/11","A2/re"
"2090","CY261383","CY261383,A/California/130/2017,2017/11/19","2017/11/19","A2/re"
"2091","CY256365","CY256365,A/California/105/2017,2017/10/23","2017/10/23","A2/re"
"2092","MH126362","MH126362,A/Vermont/04/2018,2018/01/23","2018/01/23","A2/re"
"2093","MH600753","MH600753,A/Idaho/20/2018,2018/04/16","2018/04/16","A2/re"
"2094","MH081993","MH081993,A/California/06/2018,2018/01/03","2018/01/03","A2/re"
"2095","CY266122","CY266122,A/North","22,A/North","A2/re"
"2096","CY261511","CY261511,A/Mississippi/32/2017,2017/11/10","2017/11/10","A2/re"
"2097","CY261479","CY261479,A/North","79,A/North","A2/re"
"2098","CY260551","CY260551,A/Wyoming/24/2017,2017/10/28","2017/10/28","A2/re"
"2099","CY264513","CY264513,A/Wyoming/31/2017,2017/12/08","2017/12/08","A2/re"
"2100","CY256253","CY256253,A/Wyoming/21/2017,2017/10/05","2017/10/05","A2/re"
"2101","MH294893","MH294893,A/Colorado/6527/2018,2018/01/03","2018/01/03","A2/re"
"2102","MH294812","MH294812,A/Colorado/6446/2017,2017/11/29","2017/11/29","A2/re"
"2103","MH294813","MH294813,A/Colorado/6447/2017,2017/12/04","2017/12/04","A2/re"
"2104","MH601602","MH601602,A/Iowa/32/2018,2018/01/23","2018/01/23","A2/re"
"2105","MH294846","MH294846,A/Mississippi/6480/2017,2017/12/06","2017/12/06","A2/re"
"2106","CY261399","CY261399,A/California/133/2017,2017/11/26","2017/11/26","A2/re"
"2107","MH601833","MH601833,A/North","33,A/North","A2/re"
"2108","MH586100","MH586100,A/Massachusetts/12/2018,2018/02/02","2018/02/02","A2/re"
"2109","MH294931","MH294931,A/Ohio/6565/2017,2017/12/28","2017/12/28","A2/re"
"2110","CY255909","CY255909,A/Idaho/30/2017,2017/09/12","2017/09/12","A2/re"
"2111","CY247086","CY247086,A/Alaska/60/2017,2017/08/22","2017/08/22","A2/re"
"2112","CY245150","CY245150,A/Alaska/54/2017,2017/08/28","2017/08/28","A2/re"
"2113","CY264838","CY264838,A/Texas/313/2017,2017/12/07","2017/12/07","A2/re"
"2114","CY256069","CY256069,A/California/89/2017,2017/10/06","2017/10/06","A2/re"
"2115","CY264235","CY264235,A/Kentucky/31/2017,2017/12/07","2017/12/07","A2/re"
"2116","MG974610","MG974610,A/Minnesota/50/2017,2017/12/21","2017/12/21","A2/re"
"2117","MH246663","MH246663,A/New","6663,A/New","A2/re"
"2118","CY260130","CY260130,A/Arkansas/34/2017,2017/11/06","2017/11/06","A2/re"
"2119","MH246407","MH246407,A/Hawaii/21/2018,2018/02/10","2018/02/10","A2/re"
"2120","CY265053","CY265053,A/Colorado/24/2017,2017/12/04","2017/12/04","A2/re"
"2121","CY250699","CY250699,A/Arkansas/29/2017,2017/10/23","2017/10/23","A2/re"
"2122","CY264131","CY264131,A/Arkansas/43/2017,2017/12/03","2017/12/03","A2/re"
"2123","MH600922","MH600922,A/Oklahoma/22/2018,2018/03/28","2018/03/28","A2/re"
"2124","MH307175","MH307175,A/North","75,A/North","A2/re"
"2125","MH126817","MH126817,A/Kentucky/05/2018,2018/01/19","2018/01/19","A2/re"
"2126","CY258332","CY258332,A/Minnesota/38/2017,2017/10/26","2017/10/26","A2/re"
"2127","MH131374","MH131374,A/Illinois/64/2017,2017/12/31","2017/12/31","A2/re"
"2128","MH294939","MH294939,A/Ohio/6573/2018,2018/01/04","2018/01/04","A2/re"
"2129","CY261232","CY261232,A/Ohio/48/2017,2017/11/08","2017/11/08","A2/re"
"2130","MH082364","MH082364,A/Kentucky/01/2018,2018/01/04","2018/01/04","A2/re"
"2131","MH081865","MH081865,A/New","1865,A/New","A2/re"
"2132","CY264545","CY264545,A/South","45,A/South","A2/re"
"2133","MH701348","MH701348,A/California/MAP4166A/2018,2018/01/08","2018/01/08","A2/re"
"2134","MH294743","MH294743,A/Idaho/6396/2017,2017/11/18","2017/11/18","A2/re"
"2135","MH294806","MH294806,A/Arizona/6440/2017,2017/12/12","2017/12/12","A2/re"
"2136","MH294728","MH294728,A/South","28,A/South","A2/re"
"2137","CY255965","CY255965,A/Florida/73/2017,2017/10/15","2017/10/15","A2/re"
"2138","CY263192","CY263192,A/North","92,A/North","A2/re"
"2139","MH601963","MH601963,A/Pennsylvania/69/2018,2018/02/20","2018/02/20","A2/re"
"2140","MH601513","MH601513,A/Illinois/39/2018,2018/02/20","2018/02/20","A2/re"
"2141","MH601643","MH601643,A/Iowa/39/2018,2018/02/16","2018/02/16","A2/re"
